date,i01,i01_q,i02,i02_q,i03,i03_q,i04,i04_q,i05,i05_q,i06,i06_q,i07,i07_q,i08,i08_q,i09,i09_q,i10,i10_q,i11,i11_q,i12,i12_q,i13,i13_q,i14,i14_q,i15,i15_q,i16,i16_q,i17,i17_q,i18,i18_q,i19,i19_q,i20,i20_q
2019-07-01,1,M,,missing,0,M,0,V,0.0,B,0.0,V,0,M,0.0,V,0.0,V,0.0,V,0.0,V,0,V,0.0,V,0,V,0.0,V,0.0,V,0,M,0.0,V,0.0,V,0.0,V
2019-08-01,1,M,,missing,0,M,0,V,0.0,B,0.0,V,0,M,0.0,V,0.0,V,0.0,V,0.0,V,0,V,0.0,V,0,V,0.0,V,0.0,V,0,M,0.0,V,0.0,V,0.0,V
2019-09-01,1,M,,missing,0,M,0,V,0.0,B,0.0,V,0,M,0.0,V,0.0,V,0.0,V,0.0,V,0,V,0.0,V,0,V,0.0,V,0.0,V,0,M,0.0,V,0.0,V,0.0,V
2019-10-01,1,M,,missing,0,M,0,V,0.0,B,0.0,V,0,M,0.0,V,0.0,V,0.0,V,0.0,V,0,V,0.0,V,0,V,0.0,V,0.0,V,0,M,0.0,V,0.0,V,0.0,V
2019-11-01,1,M,,missing,0,M,0,V,0.0,B,0.0,V,0,M,0.0,V,0.0,V,0.0,V,0.0,V,0,V,0.0,V,0,V,0.0,V,0.0,V,0,M,0.0,V,0.0,V,0.0,V
2019-12-01,1,M,,missing,0,M,0,V,0.0,B,0.0,V,0,M,0.0,V,0.0,V,0.0,V,0.0,V,0,V,0.0,V,0,V,0.0,V,0.0,V,0,M,0.0,V,0.0,V,0.0,V
2020-01-01,1,M,,missing,0,M,0,V,0.0,B,0.0,V,0,M,0.0,V,0.0,V,0.0,V,0.0,V,0,V,0.0,V,0,V,0.0,V,0.0,V,0,M,0.0,V,0.0,V,0.0,V
2020-02-01,1,M,,missing,0,M,0,V,0.0,B,0.0,V,0,M,0.0,V,0.0,V,0.0,V,0.0,V,0,V,0.0,V,0,V,0.0,V,0.0,V,0,M,0.0,V,0.0,V,0.0,V
2020-03-01,1,M,,missing,0,M,0,V,0.0,B,0.0,V,0,M,0.0,V,0.0,V,0.0,V,0.0,V,0,V,0.0,V,0,V,0.0,V,0.0,V,0,M,0.0,V,0.0,V,0.0,V
2020-04-01,1,M,,missing,1,M,0,V,1.0,B,0.0,V,1,M,0.0,V,0.0,V,0.0,V,0.0,V,0,V,0.0,V,0,V,0.0,V,0.0,V,1,M,0.0,V,0.0,V,0.0,V
2020-05-01,1,M,,missing,1,M,0,V,1.0,B,0.0,V,0,M,1.0,V,0.0,V,0.0,V,0.0,V,0,V,0.0,V,0,V,1.0,V,1.0,V,1,M,0.0,V,0.0,V,0.0,V
2020-06-01,1,M,,missing,1,M,0,V,0.0,B,1.0,V,0,M,1.0,V,1.0,V,1.0,V,0.0,V,1,V,0.0,V,0,V,1.0,V,1.0,V,1,M,0.0,V,0.0,V,1.0,V
2020-07-01,1,M,,missing,1,M,0,V,0.0,B,1.0,V,0,M,1.0,V,1.0,V,1.0,V,0.0,V,1,V,1.0,V,0,V,1.0,V,1.0,V,1,M,0.0,V,0.0,V,1.0,V
2020-08-01,1,M,,missing,1,M,0,V,0.0,B,1.0,V,0,M,1.0,V,1.0,V,1.0,V,0.0,V,1,V,1.0,V,0,V,1.0,V,1.0,V,1,M,0.0,V,0.0,V,0.0,V
2020-09-01,1,M,,missing,1,M,0,V,0.0,B,1.0,V,0,M,0.0,V,1.0,V,1.0,V,0.0,V,0,V,1.0,V,0,V,1.0,V,1.0,V,1,M,0.0,V,1.0,V,0.0,V
2020-10-01,1,M,,missing,1,M,0,V,0.0,B,1.0,V,0,M,0.0,V,1.0,V,1.0,V,0.0,V,0,V,1.0,V,0,V,1.0,V,1.0,V,1,M,0.0,V,1.0,V,0.0,V
2020-11-01,1,M,,missing,1,M,0,V,0.0,B,1.0,V,0,M,0.0,V,1.0,V,1.0,V,0.0,V,0,V,1.0,V,0,V,1.0,V,1.0,V,1,M,0.0,V,1.0,V,0.0,V
2020-12-01,1,M,,missing,0,M,0,V,0.0,B,1.0,V,0,M,0.0,V,1.0,V,1.0,V,0.0,V,0,V,1.0,V,0,V,1.0,V,1.0,V,1,M,0.0,V,1.0,V,0.0,V
2021-01-01,1,M,,missing,0,M,0,V,0.0,B,1.0,V,0,M,0.0,V,1.0,V,0.0,V,0.0,V,0,V,1.0,V,0,V,1.0,V,1.0,V,1,M,0.0,V,1.0,V,0.0,V
2021-02-01,1,M,,missing,0,M,0,V,0.0,B,0.0,V,0,M,0.0,V,1.0,V,0.0,V,0.0,V,0,V,1.0,V,0,V,1.0,V,1.0,V,1,M,0.0,V,1.0,V,0.0,V
2021-03-01,1,M,,missing,0,M,0,V,0.0,B,0.0,V,0,M,0.0,V,1.0,V,0.0,V,0.0,V,0,V,1.0,V,0,V,1.0,V,1.0,V,1,M,0.0,V,0.0,V,0.0,V
2021-04-01,1,M,,missing,0,M,0,V,0.0,B,0.0,V,0,M,0.0,V,1.0,V,0.0,V,0.0,V,0,V,1.0,V,0,V,0.0,V,1.0,V,0,M,0.0,V,0.0,V,0.0,V
2021-05-01,0,M,,missing,0,M,0,V,0.0,B,0.0,V,0,M,0.0,V,0.0,V,0.0,V,0.0,V,0,V,1.0,V,0,V,0.0,V,0.0,V,0,M,0.0,V,0.0,V,0.0,V
2021-06-01,0,M,,missing,0,M,0,V,0.0,B,0.0,V,0,M,0.0,V,0.0,V,0.0,V,0.0,V,0,V,0.0,V,0,V,0.0,V,0.0,V,0,M,0.0,V,0.0,V,0.0,V
2021-07-01,0,M,,missing,0,M,0,V,0.0,B,0.0,V,0,M,0.0,V,0.0,V,0.0,V,0.0,V,0,V,0.0,V,0,V,0.0,V,0.0,V,0,M,0.0,V,0.0,V,0.0,V
2021-08-01,0,M,,missing,0,M,0,V,0.0,B,0.0,V,0,M,0.0,V,0.0,V,0.0,V,0.0,V,0,V,0.0,V,0,V,0.0,V,0.0,V,0,M,0.0,V,0.0,V,0.0,V
2021-09-01,0,M,,missing,0,M,0,V,0.0,B,0.0,V,0,M,0.0,V,0.0,V,0.0,V,0.0,V,0,V,0.0,V,0,V,0.0,V,0.0,V,0,M,0.0,V,0.0,V,0.0,V
2021-10-01,0,M,,missing,0,M,0,V,0.0,B,0.0,V,0,M,0.0,V,0.0,V,0.0,V,0.0,V,0,V,0.0,V,0,V,0.0,V,0.0,V,0,M,0.0,V,0.0,V,0.0,V
2021-11-01,0,M,,missing,0,M,0,V,0.0,B,0.0,V,0,M,0.0,V,0.0,V,0.0,V,0.0,V,0,V,0.0,V,0,V,0.0,V,0.0,V,0,M,0.0,V,0.0,V,0.0,V
2021-12-01,0,M,,missing,0,M,0,V,0.0,B,0.0,V,0,M,0.0,V,0.0,V,0.0,V,0.0,V,0,V,0.0,V,0,V,0.0,V,0.0,V,0,M,0.0,V,0.0,V,0.0,V
2022-01-01,0,M,,missing,0,M,0,V,0.0,B,0.0,V,0,M,0.0,V,0.0,V,0.0,V,0.0,V,0,V,0.0,V,0,V,0.0,V,0.0,V,0,M,0.0,V,0.0,V,0.0,V
2022-02-01,0,M,,missing,0,M,0,V,0.0,B,0.0,V,0,M,0.0,V,0.0,V,0.0,V,0.0,V,0,V,0.0,V,0,V,0.0,V,0.0,V,0,M,0.0,V,0.0,V,0.0,V
2022-03-01,0,M,,missing,0,M,0,V,0.0,B,0.0,V,0,M,0.0,V,0.0,V,0.0,V,0.0,V,0,V,0.0,V,0,V,0.0,V,0.0,V,0,M,0.0,V,0.0,V,0.0,V
2022-04-01,0,M,,missing,0,M,0,V,0.0,B,0.0,V,0,M,0.0,V,0.0,V,0.0,V,0.0,V,0,V,0.0,V,0,V,0.0,V,0.0,V,0,M,0.0,V,0.0,V,0.0,V
2022-05-01,0,M,,missing,0,M,0,V,0.0,B,0.0,V,0,M,0.0,V,0.0,V,0.0,V,0.0,V,0,V,0.0,V,0,V,0.0,V,0.0,V,0,M,0.0,V,0.0,V,0.0,V
2022-06-01,0,M,,missing,0,M,0,V,0.0,B,0.0,V,0,M,0.0,V,0.0,V,0.0,V,0.0,V,0,V,0.0,V,0,V,0.0,V,0.0,V,0,M,0.0,V,0.0,V,1.0,V
2022-07-01,0,M,,missing,0,M,0,V,0.0,B,0.0,V,1,M,0.0,V,0.0,V,0.0,V,0.0,V,0,V,0.0,V,0,V,1.0,V,0.0,V,0,M,0.0,V,0.0,V,1.0,V
2022-08-01,0,M,,missing,0,M,0,V,0.0,B,1.0,V,0,M,0.0,V,0.0,V,0.0,V,0.0,V,0,V,0.0,V,0,V,1.0,V,0.0,V,0,M,0.0,V,0.0,V,1.0,V
2022-09-01,0,M,,missing,0,M,0,V,0.0,B,1.0,V,0,M,0.0,V,0.0,V,0.0,V,0.0,V,0,V,0.0,V,0,V,1.0,V,0.0,V,0,M,0.0,V,0.0,V,0.0,V
2022-10-01,0,M,,missing,0,M,0,V,0.0,B,1.0,V,1,M,0.0,V,0.0,V,0.0,V,0.0,V,0,V,0.0,V,0,V,1.0,V,0.0,V,0,M,0.0,V,0.0,V,0.0,V
2022-11-01,0,M,,missing,0,M,0,V,0.0,B,1.0,V,1,M,0.0,V,0.0,V,0.0,V,0.0,V,0,V,0.0,V,0,V,1.0,V,0.0,V,0,M,0.0,V,0.0,V,0.0,V
2022-12-01,1,M,,missing,0,M,0,V,0.0,V,1.0,V,1,M,0.0,V,0.0,V,0.0,V,0.0,V,0,V,0.0,V,0,V,1.0,V,0.0,V,0,M,0.0,V,0.0,V,0.0,V
2023-01-01,1,M,,missing,0,M,0,V,0.0,V,1.0,V,1,M,0.0,V,0.0,V,0.0,V,1.0,V,0,V,0.0,V,0,V,1.0,V,0.0,V,0,M,0.0,V,0.0,V,0.0,V
2023-02-01,1,M,,missing,0,M,0,V,0.0,V,1.0,V,0,M,0.0,V,0.0,V,0.0,V,1.0,V,0,V,0.0,V,0,V,0.0,V,0.0,V,0,M,0.0,V,0.0,V,1.0,V
2023-03-01,1,M,,missing,0,M,0,V,0.0,V,1.0,V,0,M,0.0,V,0.0,V,0.0,V,1.0,V,0,V,0.0,V,0,V,0.0,V,0.0,V,0,M,0.0,V,0.0,V,0.0,V
2023-04-01,1,M,,missing,0,M,0,V,0.0,V,1.0,V,0,M,0.0,V,0.0,V,0.0,V,1.0,V,0,V,0.0,V,0,V,0.0,V,0.0,V,0,M,0.0,V,0.0,V,0.0,V
2023-05-01,1,M,,missing,0,M,0,V,0.0,V,1.0,V,0,M,0.0,V,0.0,V,0.0,V,1.0,V,0,V,1.0,V,0,V,1.0,V,0.0,V,0,M,0.0,V,0.0,V,1.0,V
2023-06-01,1,M,,missing,0,M,0,V,0.0,V,1.0,V,0,M,0.0,V,0.0,V,0.0,V,1.0,V,0,V,1.0,V,0,V,1.0,V,1.0,V,0,M,0.0,V,0.0,V,1.0,V
2023-07-01,1,M,,missing,0,M,0,V,0.0,V,1.0,V,0,M,0.0,V,0.0,V,0.0,V,1.0,V,0,V,0.0,V,0,V,1.0,V,1.0,V,0,M,0.0,V,0.0,V,1.0,V
2023-08-01,1,M,,missing,0,M,0,V,0.0,V,1.0,V,0,M,0.0,V,0.0,V,0.0,V,1.0,V,0,V,1.0,V,0,V,1.0,V,1.0,V,0,M,0.0,V,0.0,V,1.0,V
2023-09-01,1,M,,short,0,M,0,V,0.0,V,1.0,V,0,M,0.0,V,0.0,V,0.0,V,1.0,V,0,V,1.0,V,0,V,1.0,V,1.0,V,0,M,0.0,V,0.0,V,1.0,V
2023-10-01,1,M,,short,0,M,0,V,0.0,V,1.0,V,0,M,0.0,V,0.0,V,0.0,V,0.0,V,0,V,1.0,V,0,V,0.0,V,1.0,V,0,M,0.0,V,0.0,V,1.0,V
2023-11-01,1,M,,short,0,M,0,V,0.0,V,1.0,V,0,M,0.0,V,0.0,V,0.0,V,0.0,V,0,V,1.0,V,0,V,0.0,V,1.0,V,0,M,0.0,V,0.0,V,0.0,V
2023-12-01,1,M,0.0,M,0,M,0,V,0.0,V,1.0,V,0,M,0.0,V,0.0,V,0.0,V,0.0,V,0,V,1.0,V,0,V,0.0,V,1.0,V,0,M,1.0,V,0.0,V,0.0,V
2024-01-01,1,M,0.0,M,0,M,0,V,0.0,V,1.0,V,0,M,0.0,V,0.0,V,0.0,V,0.0,V,0,V,1.0,V,0,V,0.0,V,1.0,V,0,M,1.0,V,0.0,V,0.0,V
2024-02-01,1,M,0.0,M,0,M,0,V,0.0,V,1.0,V,0,M,0.0,V,0.0,V,0.0,V,0.0,V,0,V,1.0,V,0,V,0.0,V,0.0,V,0,M,1.0,V,0.0,V,0.0,V
2024-03-01,1,M,0.0,M,0,M,0,V,0.0,V,0.0,V,0,M,0.0,V,0.0,V,0.0,V,0.0,V,0,V,1.0,V,0,V,0.0,V,0.0,V,0,M,1.0,V,0.0,V,0.0,V
2024-04-01,1,M,0.0,M,0,M,0,V,0.0,V,0.0,V,0,M,0.0,V,0.0,V,0.0,V,0.0,V,0,V,1.0,V,0,V,0.0,V,0.0,V,0,M,1.0,V,0.0,V,1.0,V
2024-05-01,1,M,0.0,M,0,M,0,V,0.0,V,0.0,V,0,M,0.0,V,0.0,V,0.0,V,0.0,V,0,V,1.0,V,0,V,0.0,V,0.0,V,0,M,1.0,V,0.0,V,0.0,V
2024-06-01,1,M,0.0,M,0,M,0,V,0.0,V,0.0,V,0,M,0.0,V,0.0,V,0.0,V,0.0,V,0,V,1.0,V,0,V,0.0,V,0.0,V,0,M,1.0,V,0.0,V,0.0,V
2024-07-01,1,M,0.0,M,0,M,0,V,0.0,V,0.0,V,0,M,0.0,V,0.0,V,0.0,V,0.0,V,0,V,1.0,V,0,V,0.0,V,0.0,V,1,M,1.0,V,0.0,V,1.0,V
2024-08-01,1,M,0.0,M,0,M,0,V,0.0,V,0.0,V,0,M,0.0,V,0.0,V,0.0,V,0.0,V,0,V,1.0,V,0,V,0.0,V,0.0,V,1,M,1.0,V,0.0,V,1.0,V
2024-09-01,1,M,0.0,M,0,M,0,V,0.0,V,0.0,V,0,M,0.0,V,0.0,V,0.0,V,0.0,V,0,V,1.0,V,1,V,0.0,V,0.0,V,1,M,1.0,V,0.0,V,1.0,V
2024-10-01,1,M,0.0,M,0,M,0,V,0.0,V,0.0,V,0,M,0.0,V,0.0,V,0.0,V,0.0,V,0,V,1.0,V,1,V,0.0,V,0.0,V,0,M,1.0,V,0.0,V,1.0,V
2024-11-01,1,M,0.0,M,0,M,0,V,0.0,V,0.0,V,0,M,0.0,V,0.0,V,0.0,V,0.0,V,0,V,1.0,V,1,V,0.0,V,0.0,V,0,M,1.0,V,0.0,V,1.0,V
2024-12-01,1,M,0.0,M,0,M,0,V,0.0,V,0.0,V,0,M,0.0,V,0.0,V,0.0,V,0.0,V,0,V,1.0,V,1,V,0.0,V,0.0,V,0,M,0.0,V,0.0,V,0.0,V
2025-01-01,1,M,0.0,M,0,M,0,V,0.0,V,0.0,V,0,M,0.0,V,0.0,V,0.0,V,0.0,V,0,V,1.0,V,1,V,0.0,V,0.0,V,0,M,0.0,V,0.0,V,0.0,V
2025-02-01,1,M,0.0,M,0,M,0,V,0.0,V,0.0,V,0,M,0.0,V,0.0,V,0.0,V,0.0,V,0,V,1.0,V,1,V,0.0,V,0.0,V,0,M,0.0,V,0.0,V,0.0,V
2025-03-01,1,M,0.0,M,0,M,0,V,0.0,V,0.0,V,0,M,0.0,V,0.0,V,0.0,V,0.0,V,0,V,1.0,V,1,V,0.0,V,0.0,V,0,M,0.0,V,0.0,V,0.0,V
2025-04-01,1,M,0.0,M,0,M,0,V,0.0,V,0.0,V,0,M,0.0,V,0.0,V,0.0,V,0.0,V,0,V,1.0,V,1,V,0.0,V,0.0,V,0,M,0.0,V,0.0,V,0.0,V
2025-05-01,1,M,0.0,M,0,M,0,V,0.0,V,0.0,V,0,M,0.0,V,0.0,V,0.0,V,0.0,V,0,V,1.0,V,1,V,0.0,V,0.0,V,0,M,0.0,V,0.0,V,0.0,V
2025-06-01,1,M,0.0,M,0,M,0,V,0.0,V,0.0,V,0,M,0.0,V,0.0,V,0.0,V,0.0,V,0,V,1.0,V,1,V,0.0,V,0.0,V,0,M,0.0,V,0.0,V,0.0,V
2025-07-01,1,M,0.0,M,0,M,0,V,0.0,V,0.0,V,0,M,0.0,V,0.0,V,0.0,V,0.0,V,0,V,1.0,V,1,V,0.0,V,0.0,V,0,M,0.0,V,0.0,V,0.0,V
2025-08-01,1,M,0.0,M,0,M,0,V,0.0,V,0.0,V,0,M,0.0,V,0.0,V,0.0,V,0.0,V,0,V,0.0,V,1,V,0.0,V,0.0,V,0,M,0.0,V,0.0,V,0.0,V
2025-09-01,1,M,0.0,M,0,M,0,V,0.0,V,0.0,V,0,M,0.0,V,0.0,V,0.0,V,0.0,V,0,V,0.0,V,0,V,0.0,V,0.0,V,0,M,0.0,V,0.0,V,0.0,V
2025-10-01,1,M,0.0,M,0,M,0,V,0.0,V,0.0,V,0,M,0.0,V,0.0,V,0.0,V,0.0,V,0,V,1.0,V,0,V,0.0,V,0.0,V,0,M,0.0,V,0.0,V,0.0,V
2025-11-01,1,M,0.0,M,0,M,0,V,0.0,V,0.0,V,0,M,0.0,V,0.0,V,0.0,V,0.0,V,0,V,1.0,V,0,V,,missing,,missing,0,M,0.0,V,0.0,V,0.0,V
2025-12-01,1,M,0.0,M,0,M,0,V,0.0,V,0.0,V,0,M,,missing,,missing,,missing,,missing,0,V,1.0,V,0,V,0.0,V,0.0,V,0,M,0.0,V,0.0,V,0.0,V
2026-01-01,1,M,0.0,M,0,M,0,V,0.0,V,0.0,V,0,M,,missing,0.0,V,1.0,V,,missing,0,V,0.0,V,0,V,0.0,V,0.0,V,0,M,0.0,V,0.0,V,,missing
2026-02-01,1,M,0.0,M,0,M,0,V,0.0,V,0.0,V,0,M,0.0,V,0.0,V,1.0,V,,missing,0,V,1.0,V,0,V,0.0,V,0.0,V,0,M,0.0,V,0.0,V,0.0,V
2026-03-01,1,M,0.0,M,0,M,0,V,0.0,V,0.0,V,0,M,0.0,V,0.0,V,1.0,V,0.0,V,0,V,0.0,V,0,V,0.0,V,0.0,V,0,M,0.0,V,0.0,V,0.0,V
2026-04-01,1,M,0.0,M,0,M,0,V,0.0,V,0.0,V,0,M,0.0,V,0.0,V,1.0,V,0.0,V,0,V,1.0,V,0,V,0.0,V,0.0,V,0,M,0.0,V,0.0,V,0.0,V
2026-05-01,1,M,0.0,M,0,M,0,V,0.0,V,0.0,V,0,M,0.0,V,0.0,V,1.0,V,0.0,V,0,V,0.0,V,0,V,0.0,V,0.0,V,0,M,0.0,V,0.0,V,0.0,V
2026-06-01,1,M,0.0,M,0,M,0,V,0.0,V,0.0,V,0,M,0.0,V,0.0,V,1.0,V,0.0,V,0,V,0.0,V,0,V,0.0,V,0.0,V,0,M,0.0,V,0.0,V,0.0,V
2026-07-01,1,M,0.0,M,0,M,0,V,0.0,V,0.0,V,0,M,0.0,V,0.0,V,1.0,V,0.0,V,0,V,0.0,V,0,V,0.0,V,0.0,V,0,M,0.0,V,0.0,V,0.0,V
2026-08-01,1,M,0.0,M,0,M,0,V,0.0,V,0.0,V,0,M,0.0,V,0.0,V,0.0,V,0.0,V,0,V,0.0,V,0,V,0.0,V,0.0,V,0,M,0.0,V,0.0,V,0.0,V
